USERINFO_DATA
birthdate;nickname;pwd
borris4v;Zx1hNAd;21-Mar-1999
vash4w;pAXptknoMd;14-Sep-1998
mtwist4x;EKK7rYP9Wg;18-Jun-1997
rjovicic4y;Yv2ASC15AO;20-Aug-1999
ttownes4z;xqQlCyv6n;01-Jan-2000
agreenier50;HYavkmrg;17-Sep-1998
mboddy51;T11XJGM;15-Sep-2000
bblakes52;08kiEzoz;26-Jul-2000
tspargo53;zuDgKAU;18-Dec-2000
bstimson54;6Ul0W2ESZ5f6;20-Jun-1998
agilling55;saAbog0;28-May-1998
fworpole56;HQFzeUaVQ6;09-Dec-1999
scherrington57;AzquvTTqz;28-Sep-1999
rdracksford58;1aovhoO7a3;07-Nov-1998
hrunham59;MG2J4ZghxC;27-Feb-1998
avanhalen5a;NGQRJcrNaKmq;30-Oct-2000
knesbitt5b;oFTEJD;25-Jun-1997
echasle5c;hlwBGV;21-Dec-1999
mmumford5d;H9xdfab;12-Jan-1999
msessions5e;dPBuj3m;18-Apr-2000
blidster5f;1DgEPNc;27-Jul-2000
afreed5g;rYzh9S8xFCLO;23-Jan-1999
cpallaske5h;Q53SR601V;06-Jun-2000
ldiack5i;wcBXTQRS;09-Nov-2000
jheales5j;EE6p6KO;11-Sep-1997
lrains5k;IcJwdWcS;25-Dec-2000
bomullally5l;TPCOfPj;03-Jan-2001
pverecker5m;1TNM4B;06-May-1998
fjiricka5n;N3xJom8CnEw;02-Jul-1998
ajosland5o;FzLUgbYZ5Pz;01-Jan-2001
lkrysztofowicz5p;JwNXlJKCk;25-Mar-2000
gduckhouse5q;af7Bu8ecALsw;15-May-1999
fpyburn5r;K0GwzPp;11-Oct-1998
sstatersfield5s;tjTuhDXtR;13-Aug-1998
dcricket5t;OuzFKW7P;11-Dec-2000
gsnewin5u;oi549ARcPHr;03-Jul-1998
etweede5v;NClZRvzFnqg;01-Dec-1999
aouthwaite5w;br0Jsq7zSocy;09-Dec-1997
jsamber5x;mPsZxG3;29-Aug-1997
pwatkiss5y;BvfHMboL1jC;29-Jan-1998
bkidston5z;PViYsaL0lYDj;29-Jul-1997
poduane60;HJGk3oFRK;21-Jan-1997
rbrehat61;O16Vc9I;01-Aug-1999
azecchetti62;BC45NkIAHVa;27-Jan-2000
cgaw63;SPEXjMhHuD;19-May-1997
cseldner64;ruoOF9ow5m;24-Sep-1998
bmattisssen65;WtniHUa;17-Feb-2000
atancock66;RQhuQw;30-Mar-1997
mstanlock67;YSS8RlIsWp;04-Aug-1997
vantognoni68;egBtVRUYN;15-Feb-1997
olusher69;bX0k5u0vmB;13-Feb-2000
cpundy6a;ixJOgYQ;15-May-1999
nappleton6b;IBbXVcJYj7f;23-Oct-1999
mdixcey6c;BHfB2qQ2ddwa;15-Dec-1999
gpanner6d;oijToGNsZ;13-Jul-2000
snoar6e;1miMSnt;14-Feb-1999
fmccaughan6f;ox4lsAy;24-Jun-2000
fdarrigone6g;pT73HUeynl;04-Dec-2000
bodams6h;58TAnR688kx;02-Nov-1997
ecornborough6i;uwOMVOmiC;04-Jan-2000
ppygott6j;m4wnaz;06-Oct-1999
glowdham6k;c2Z5u2O9tsNd;24-Feb-1997
jmourton6l;WxKTvBiXse;27-May-1999
vjecks6m;gdDVeXsstYXj;15-Apr-1997
kmaryska6n;wF99cUcRE5;01-Jun-1999
wpaulon6o;rr7N0iuk7l;08-Feb-2000
cshatliffe6p;1ZGyxvEQnOc0;02-Jun-1997
cclancey6q;e7GSxp;11-Jun-1997
cparffrey6r;BVDJCsBi;17-Dec-1997
bgooly6s;boQqxyY;25-May-1997
obramham6t;FcdnIb;03-Jun-2000
gkaser6u;Q4FLGHXWEA2;08-Sep-1999
lsteketee6v;GzJTjwi9t7vQ;04-Mar-2000
nvarren6w;6jo55VFx;13-Sep-1999
hmccromley6x;WAb0QZf33O;27-May-2000
hryde6y;0PglsF;25-May-2000
shalton6z;qiDZPEyKog;27-Aug-2000
jponceford70;V783vR4W;12-Feb-2000
nschiefersten71;44Dt17qaPmw;29-Jun-1998
mnanetti72;VncQDfob;13-Apr-1997
aclaibourn73;BAFa5gA4o;06-Oct-2000
nbringloe74;jFQ1ONDB;09-Feb-1998
cthomlinson75;jV3OTYVDU;09-Jun-2000
thounsom76;DGatLrqu9AlE;17-Dec-1998
rhellicar77;aQme2cQKx;19-Jun-1998
dather78;ycCcuxV;21-Jun-1997
jkieff79;9gen9P4Eu;11-Aug-2000
lhulland7a;tENZlC5Pn;10-Jan-1998
dmasseo7b;wSWuhsRj8E0;23-May-1998
aswindley7c;hzOelY1MZJ2;09-Jul-1999
rsteinhammer7d;KYIyXpVWj;03-Jan-1998
ageorgeon7e;SBiY8A;22-Jul-2000
gparlatt7f;zcCv36mQM;24-Feb-1998
apiaggia7g;fxEdeZuJQ;30-Jul-1999
cdedomenici7h;8HgEvu;17-Jun-1998
lmebes7i;CTx1FGK;17-Dec-1999
kozelton7j;9f10Sv;30-Sep-1997
dtrees7k;KvjKwbR;31-Jan-2000
cbrownill7l;sRBrqR;02-Aug-1999
hcorradetti7m;VdxcGtD;29-Nov-1999
ayosevitz7n;mdLutHbX1;23-Jun-2000
hpiatek7o;SKeqfGl0aXXC;22-May-2000
awagon7p;kDPryqTf7Ms;06-Dec-1999
tfabler7q;MNrV1B8C;29-May-1999
gvalero7r;QlPLNM7h;01-Apr-1999
imarchenko7s;vBAUhHk;17-Mar-1998
vtillett7t;XbNOMywK;21-Jul-2000
jodowne7u;mwNNtKmFj;17-Oct-2000
tattenborough7v;f3wrFkyPCc;29-Jun-1998
cgoulder7w;AF4RXAqXtl;14-Dec-1999
bwheatley7x;ydmStas64kE6;25-Sep-1998
clinfitt7y;wPuZErZVI;03-Feb-1999
brochell7z;f9uiCnLme;27-May-1997
baimer80;qojXX4c;26-Apr-2000
adrysdell81;LM9sJf9uzlf;13-Jun-1998
cbetancourt82;lAdmw8hu;04-Jun-1998
cgrievson83;XFH6Mh;16-Aug-1998
otacker84;JY1Qmv;12-May-1998
lgayter85;ARZWw4PEP;09-Jan-1999
vludlem86;GuhaKO2l;19-Feb-1997
jdoodney87;riMNhiZn;11-Dec-1998
kkehri88;lWiFSj3VKU;24-Oct-1998
rrooms89;v1IjjS1f;22-Sep-2000
lmcteague8a;7DJxOV;14-Jul-1999
sdrinkhall8b;3rDJT7;17-Jul-1999
gdigger8c;7KfuYPfCJ;05-May-2000
sproudlove8d;dSfORY;30-Mar-1997
kbuntine8e;gpmuaK2;02-Jan-1999
eabbatini8f;h9juKyt;25-Aug-1997
lockland8g;a47UYjxtm1D;16-Aug-1998
ffairburne8h;8CvyP4Sm6xz;20-Feb-1998
elebarre8i;68IBe0wwENvn;20-Jul-1997
qgoff8j;F8OjIhGPw;17-Jul-1999
vcambling8k;mqXYsqrqaj;15-Feb-1998
cmarcos8l;22txajEE0;03-Jan-1998
bjeavons8m;l8uBCawOjL;29-Jan-1997
hmacbarron8n;jFaJa4;07-Jan-1999
wdoohan8o;e8pXa3g;09-May-1997
rfettis8p;1nfcAkl;31-Aug-2000
bdegoy8q;Up63QvLx3R4;03-May-2000
jbrantzen8r;oO3eezrBuGp;26-Jul-1997
racock8s;5md2vh;01-Aug-1997
fdun8t;lIh2i2Tgj3;12-Dec-1999
vshoulder8u;YyPIhla;23-May-1999
fattack8v;npFRPDrKd;19-Feb-1999
smarking8w;8XZzG3Eq9;03-Jun-1998
tducrow8x;e0bamKpL2Rm;29-Apr-1998
caylen8y;EJovGxORhU2g;29-Nov-2000
sruzic8z;9B0LMVT5PFiC;29-Apr-1997
krattray90;VJSzWl;01-May-2000
ghuske91;q1XmZE;14-Oct-2000
dziehm92;3an6giH;23-Oct-1998
sclampin93;Z1WCGMco;28-Oct-1997
edeknevet94;Caw2VnAse0;07-Oct-1997
athorold95;G0Kr7I;17-Jun-1998
wyanukhin96;qG0WBhH;06-Jan-1999
hsaban97;VOnVksmQXh;24-Aug-1997
afairbridge98;7l0SdA6N;19-Dec-1999
vlusted99;VMSuHcfoXcOx;25-Jul-2000
tmaven9a;dalE45vVG;29-Feb-2000
iirnys9b;yUntYqnTuYc;03-Sep-1998
kjephcote9c;0wNHGuv33;21-Jan-2000
jboshard9d;YsnkVDncd;30-Aug-1999
wrigardeau9e;zmD0Xm;19-Nov-1999
amilmith9f;S35hHrcc1;10-Oct-1999
gturfitt9g;nQ1DDmHU;03-Feb-2000
agallacher9h;dbnEtGHniHsF;29-Oct-2000
fsthill9i;rahePyreJ;16-Jul-1997
wdanielut9j;lTEthgY;06-Jun-1997
kdickens9k;1tSRuazrzX;03-Sep-1998
pscarsbrooke9l;uEdrPdL04Z;09-Jul-1997
pseeney9m;mJVRt56o6h;29-Jun-1997
kmougin9n;fKQv9uaKjM;17-Aug-1997
jlister9o;93OkCZY4oV7;20-Dec-1999
rfortescue9p;QOclnLUgOGf8;25-Jan-1998
mbunton9q;mOenkPwc6wL;26-May-1997
jrawcliffe9r;hEzswQyr;04-Sep-2000
hclail9s;a0xxqJ1ICK;21-Aug-1998
ryurinov9t;AJrgZ6K8e;15-May-1998
cizakson9u;BsXhZao7Ry2;22-Jun-1997
hliepina9v;uyetVnN;12-Oct-1998
fberrick9w;QqzHCoN;01-Dec-2000
agowanlock9x;GQDjiUkFif;28-Mar-2000
nkildea9y;CwvGIL;19-Dec-1997
aphillimore9z;RgO6zu8e;08-Dec-1999
padrana0;5FKULrRUK;05-Jan-1999
bmcveigha1;iCBjSl7UsLb;19-Sep-1998
mjakubovicza2;Es58WeLwJjG;20-Dec-1999
qszymonowicza3;NNQV23cNSjW;04-Nov-1999
agoldhilla4;eATcYL;21-Feb-1998
bmckeemana5;twz6OuA47zfy;20-Nov-2000
doena6;IcWYtcxajz;11-Jul-1999
lwheelana7;fcXQ6OnE3;30-May-1999
slabroa8;Xp5VingyE9;18-Dec-2000
adunstona9;tUSOBiSI;10-Jun-1997
opetrolliaa;NTWboh5fP;28-Aug-2000
bhartnessab;SGF6zpI;07-Mar-1998
nfoanac;k1sgEF;31-Oct-1999
achurchinad;A4dZHcCY5Sz;08-Aug-1998
lkeillohae;chATPJyWdn;22-Jun-1998
rgillhamaf;Tt8eSfKJ;08-May-1999
mkernockag;bN4lRYpwtyt;24-Jul-1998
aflowerdenah;VcQ2RPCm;16-Jun-1997
pchipmanai;beTV86sVG;31-Jul-1997
vlappinaj;qYOtVK;20-Aug-1998
dbircherak;TYbKTRQEwz;23-Jun-1999
tbutterisal;aYdbl4us;30-Mar-1998
eedysonam;3SmALR;23-Mar-1998
fvashchenkoan;KI0TGJwHjUR;31-May-1997
gmutimerao;1ZaAv6xDkj;10-Feb-1998
lmooganap;hcjgvv3ufBSm;08-Jun-1999
mkovnotaq;6f8XXk3aG2;27-May-1997
cmagnarar;LTveHxEgv;24-Dec-1999
bsaintpierreas;yul9VJvBLx;28-Feb-1999
rkebbellat;opmica;06-Sep-1997
mrankineau;m41l38yiNE;21-May-1997
eharperav;XCwl0erUywqo;15-Mar-1998
fbeagenaw;nF3ZYyKX;08-Sep-1998
nnadinax;id0kgWULhVu;10-May-1997
gpointingay;eELOGUx;30-Mar-1999
dpiensaz;znOsNcEzQY;18-Nov-2000
crockeyb0;I1iH4Go20f41;14-Jan-1999
kgrimsleyb1;tz6VVbX;15-Mar-1999
fnelthorpeb2;37i1SxgGH5;05-Dec-1998
ngiorgeschib3;K4xqcxDhcJ;30-Sep-2000
ekirsteinb4;xebjnu;08-Jun-1998
skippaxb5;KTyjbV62bPm;19-Mar-1997
cbriddockb6;My6jcEnx;08-Aug-1998
cgavinib7;MgDjeD349;26-Feb-1998
bsothernb8;MCuKKGz6Cf;27-May-2000
lcritchardb9;2UkGsQWJ;01-Jan-2001
pfaulconbridgeba;3PB9hkF0ZZH;07-Oct-2000
abrockwellbb;mHPJqmsrL8;29-May-1998
dmundfordbc;FyWG29qeTyw;02-Sep-1999
kbrowningbd;A6uxyF;10-Aug-1998
tmoyersbe;t9eKxV4wwlx;21-May-1997
mfairecloughbf;GgpveBVqoh8s;24-Sep-1998
ikeoghanebg;tTyIZljx7;06-Jul-1997
dlatorebh;zUpoiFWL;08-Mar-2000
croughsedgebi;mB9iR4;17-Jul-1997
hzavattaribj;cyxkQEAP;21-Oct-2000
vbeadnallbk;F6IV3735mPm;08-Feb-1998
hcrowhurstbl;8rfn0cAyODN;21-Jul-2000
sbanbrookbm;2OedVj;13-Apr-1997
ckillbn;9cHPVQNcmR;19-Jan-1998
gpengilleybo;R5PkvlYXO7;22-Apr-2000
pbensenbp;6ksIIb;26-Sep-1999
ksnowbq;TmW8mPrGYA3;15-Dec-1999
sgeorgelbr;v1R7xmlHub7W;10-Jun-1999
emacronaldbs;TkenqOG;22-Aug-1999
flynnettbt;IOE0O9ZX;17-Jul-1998
egrabenbu;q5J2GJpf;24-Jun-1999
leverilbv;fYbNjxOPRr;02-Oct-1999
marnoldsbw;vLrmXKUFNo;18-Jul-1998
ahynambx;LMuprLc9lUD;02-Dec-1998
alarmourby;E6sgliv;11-Sep-1998
bosculleybz;gTiXEy9DrNeN;23-Apr-1997
gdjekovicc0;2MBW845oS8;16-Jan-1997
jhooksc1;P8ezKG;23-Jun-1997
dkenenc2;MlWyueoumsf1;20-Aug-2000
kcaughtryc3;rhJmX4S;02-Jun-1999
ndigglesc4;2Q8tV5k8Ly;16-Mar-1998
bharkerc5;I75tEZMeWHI3;11-Sep-1999
dcurrorc6;CSrtVu;22-Nov-2000
mkowalc7;jeNhqOi;26-Jun-1997
gfilerc8;ZsToOM;18-Apr-1998
bsergisonc9;BtjEpPOyw;27-Dec-1999
goldhamca;MdEwTgDOM;27-Feb-2000
ktomsacb;C3AlUT;26-Sep-1999
jlavellcc;U5SF81Ly0G9M;28-Jun-2000
twickscd;8hb7Yjkt7pf;18-Jul-2000
kbritiance;IOhilV3pP;05-Mar-2000
hkemmeycf;ysFElVqroq5;26-Feb-1998
akeeleycg;caDwMF;15-Apr-1999
aviccarych;7Sh3GG;21-Nov-1998
lnussenci;htW50d8zgezq;28-Oct-1998
ecollissoncj;HcbS0xiXt;27-Jun-1997
esimoninck;H1X4BXgb;10-Jul-2000
gbonsalecl;ndEvOY;08-Feb-1999
fferrickcm;ry4oy93yOqw;19-Jun-2000
cattenbrowcn;yQfMnBdcz2w;14-Jan-1998
odearingco;Xxs1GAI;22-May-2000
ireachcp;VO6bxqPoCJNc;15-Jul-1999
rkilleleycq;14b2rNVH;11-Nov-1997
nflannercr;bRYRXisOoUzb;20-Jan-2000
bcarillocs;luQLujoN;19-Jun-1997
ljouningct;PygaLSwmFv;21-Sep-1999
dmarjanskicu;a432gVuiqce;15-May-2000
evinercv;him2eQMxoVd;05-Dec-1997
vfurzeycw;9HnStgry;04-Jan-2001
jbrughcx;NmV6tMcRnXp;13-Jan-1999
rfippecy;aKT2NwzNn;19-May-1998
ocollingridgecz;0vLz8RlE;04-Mar-2000
edunsmored0;ppRlAmkedT;10-May-1998
kcaustickd1;2aASpJtSS;03-Mar-1997
slicciardod2;ZQJ7fI;20-Jan-2000
jdiessd3;V2BcYmCOsM;13-May-1999
cludlemd4;miN0vt;01-Nov-1999
kdurrelld5;AlT4h5W3Dwuj;12-Oct-1998
pcolloughd6;rqbahcDGYKgL;05-Dec-1998
pzylberdikd7;OBD2ess1Jyd1;25-Dec-2000
browlandd8;78ieLxsdqp;23-Sep-1998
mshoebothamd9;CSPClKBJDMsx;17-Dec-2000
solunneyda;2gM9ZT;28-Aug-1999
bhallihanedb;Y0krEeER;25-Apr-1997
cletteressedc;ktTB7B;04-Jul-1999
acarverhilldd;9EWqiQeQ;04-Jan-2000
asugarmande;FZ148u61f;17-Feb-1997
kumbertdf;HvMOde;26-Apr-1999
hkellawaydg;w3Y05Tkd;04-Apr-2000
amityakovdh;rWKjVqp;26-Feb-1999
rsuffedi;woixO9EI4j;11-Aug-2000
elindbergdj;tWr61e3jt;09-Nov-2000
dallawydk;OS1e9WgqCHKY;17-Jul-2000
ppierrepontdl;ODTOkW;09-Feb-1998
cmartellodm;yFjR1D;28-Dec-1998
ffernsdn;Swoa4MvFlT9v;16-Mar-1999
tcamelido;unOXIf25q3g;23-Jan-2000
gsenterdp;kFyuDX;06-Jun-1999
dphilipsondq;NVOV6i1s;30-May-1999
badamollidr;jEbsYNsuM5;23-May-1999
ybruckshawds;SpmdbXe2CCn;17-Jun-1997
pnottramdt;zLZA2u;27-Feb-1999
dsemirazdu;VQ3r7bZNw;29-Jan-2000
tlovingdv;k5p5X6;08-May-1998
fdoblindw;WOhBL0Fak3Ti;02-Oct-1999
jcavolinidx;1c0GGx;05-Mar-1999
battocdy;MMsDKn2f;25-Jan-1997
brampleedz;R1ybeGJUO;01-Dec-1999
rgarstange0;ouO02L;21-May-1998
mperine1;J5NvU6;13-Mar-1998
lgantze2;x888PeAaWOSx;20-May-2000
ftrowele3;R3JZzyMolSn;05-Mar-2000
xtrodde4;1miz039ciyQ;19-Jul-2000
screeghane5;HRbwimlKXcrv;30-Sep-2000
bmayzee6;ItDVrL;04-Apr-1998
fboutelliere7;TRW4EYsmNr;02-Jul-1999
mpiollie8;7Vdyem3s;20-Sep-1999
ggergolete9;8VDf80jZ;11-Jun-1999
emcsharryea;fQLAD2pN;24-Nov-1999
wbristoeeb;EflN7SziQ5;04-May-1998
fstouteec;E62bJrGUKdp3;16-Sep-1999
tmardolled;No6AawybkS;21-Oct-2000
cfallowee;TUfRm3;06-Jul-1998
eglanvilleef;oyEb56bP;04-Jan-1999
ipettiseg;vSmzgU7vsX;10-Feb-1998
dcullumeh;omRQvVberG2;01-Jul-2000
rferrillioei;bL4Sy7Z;05-Nov-1997
uvokinsej;ZeaLR4klIZ6;26-Mar-1999
rhannek;A730pbn;15-Jan-1998
bcollifordel;iBS1BCk;06-Sep-1997
ppepperrallem;zpBPizdB;22-Sep-1997
ndixen;ME4A1HzIO;19-Jun-1997
cdooreeo;QDLqkKwVq;21-Aug-1999
msalisburyep;UbpTWp;17-Oct-1998
claysoneq;L6x1NXC;13-Aug-1999
dgeriner;HHWPOSPMZ;20-Jun-1998
clugsdines;bsOApsJZSBgu;07-Oct-1999
awoodworthet;C6qn6CX;23-Apr-2000
utregaskiseu;pmeMik7LLyOm;07-Apr-1998
lasgodbyev;LKyJypqly;08-Jun-1997
lskewesew;99jNdK;23-Jan-1998
cgennyex;Y1fXTWWlKmMS;08-Mar-1997
tpaddingtoney;df0Hu3iU;03-May-1997
cdraytonez;2yUMib6IWyH;16-Mar-1997
fcorwoodf0;wz9brfVam;03-Apr-1997
rtantumf1;IHtoguqf;05-Jun-1998
atudorf2;Lw4ZqxFb;25-Jan-2000
mblundellf3;Xg0t8yG2Rt;15-May-1998
mmckibbenf4;2AQfV1a4ury6;16-May-2000
wkinsellf5;Cw1AHPIavUe;08-Jan-2000
hsalmonsf6;BuFKoY;02-Feb-2000
bbloggettf7;X9tET6DM9;10-Feb-2000
jcasarif8;SqQeFW4knTQY;17-Sep-1998
galonsof9;ncpUh2F9p;12-Aug-1998
peacottfa;meNLNMQlv;09-Mar-2000
rfeatherstonehaughfb;GeBiNvr;08-Mar-1998
mduforefc;8NSylTHlFmdB;29-Jan-1998
wmorrisfd;O6oRHgkWs09R;18-Nov-2000
iduthiefe;ml7IdiQv;24-Feb-1997
chasselbyff;5W9pxQa;23-Oct-2000
lkeitleyfg;c1hhyy1Ny4;12-Jul-2000
atotarofh;0MscVu;24-Feb-1997
areevefi;WDo1e0p;22-Oct-1998
gdanzigfj;wM7fclrdYe;08-Mar-1997
cvanderspohrfk;QKGAWvj5L;13-Mar-1998
cmaffiafl;O18qivbgU;18-Feb-1998
gioanfm;Zd62KfXv8yLA;17-Oct-1997
hbascombfn;y31ygjQtc;09-Jun-1997
tbignalfo;EPKO8F4l8k;20-Jan-1999
tmccombefp;siRioAvE;27-Jun-1997
cdunleavyfq;yy8Cr1i;06-Nov-1997
lsandryfr;eGhaq6Hl0;05-Jan-1998
msquirefs;sU10iJEC;02-May-1999
mspibyft;Kk6CtN;26-Aug-2000
lbridlefu;6our1veeGTP;18-Aug-1999
nkettleyfv;NJCmYPqK;07-Dec-1999
sstookefw;vXQ0M4k;09-Jun-2000
vsowleyfx;HXItHAEvkxy;08-Jan-1999
ljerzykiewiczfy;fCmsyF;18-Feb-1997
cschroterfz;uMob3a7bqZJX;03-Apr-1997
daverillg0;EiWDyFJAx;12-Jul-2000
amaccurtaing1;G3kaXOndZ;08-Aug-2000
mjennemanng2;ppFH1NHel;28-Sep-1998
aglozmang3;RTs0Pol4;25-Aug-1999
jyuryaevg4;3BWokf8wspj;06-Aug-2000
jloadmang5;WMaHNx7McA;15-Jul-2000
mfermorg6;QtLBEl;22-Feb-2000
rfrossellg7;MdFq1qlzng;14-May-2000
gmasicg8;32Wu2h6mzmQ;07-May-2000
ggodbehereg9;pyf3OUicH;06-Feb-1999
rnoorwoodga;vtO6dX;26-Jun-1999
dcarslawgb;wV1gwlb;07-Aug-1997
lgordongc;MDDy9LUV;25-Dec-2000
vselmangd;sAJH5mhLY;20-Jan-1999
sfilippovge;Ddc6yf;23-Jul-1997
jpawelecgf;xQE9Zvu;12-Aug-1997
bhoustongg;EHyPMVme;03-Nov-1997
bhecksgh;mCBv2Fg;26-Nov-2000
ifilippovgi;bQrqNV0VwK;30-Jun-1997
mcrossongj;7xiMcdmNbPm;08-May-1999
btregiangk;udHuA9I6Go;01-Nov-1997
mserjeantsongl;UpYr3tddO2;08-Jul-1997
lcoverdalegm;Ts9dIq9UnO;23-Apr-2000
zthirstgn;96RI9pl4X;02-Jan-2000
ihecklego;qFn6pIg;21-Mar-1998
kjoinseygp;ixmvEkRNxZe;15-Mar-1999
dleestutgq;9lD3xU;13-Jul-1998
akleeborngr;kqdHVFyTKZM;31-Oct-1997
vmaccombegs;CnQEm9Y;20-May-2000
minglesongt;ZDEN2ZIE85;06-Apr-1997
tjowlegu;1wwhIGzoy;13-May-1999
fpaszakgv;vDSfPoACQz3;02-Dec-1998
oattkinsgw;yopWy2d2H;28-Jun-1997
jiacobaccigx;4Ps4R9ElEBQd;19-Oct-1997
claundongy;GOYom2tCo;13-Apr-2000
jjordigz;j4bave0;28-Feb-2000
msearyh0;ZoJWpBnX7uM;17-Apr-1997
cdoftyh1;R81nzY;20-Sep-1999
dlubeh2;Se7BCZ;13-May-1999
vsaphh3;tYaq8hJZEc;16-Oct-1998
emeneghellih4;UDJ1wDXBW;28-May-1998
dpoulsomh5;yuAB3VMU1;20-Jan-1999
eeisakh6;bFJZB34cQ;02-Aug-1997
cortsh7;hFYRUFq3V;26-Jan-1999
fchiplinh8;sxZnWTe;13-Sep-2000
bpimmockeh9;ItVeTsNh;06-Jun-2000
mheavenha;Otvp3p4D0n;07-Feb-1997
cgriffithehb;Z3lIASv;02-Mar-2000
mdoylendhc;jngl8AO;05-Aug-1999
hcoomberhd;AeBRD3OwQ;20-Oct-1997
mzellickhe;HQWBrPK1op;24-Jan-1998
csantehf;vGXjMbUT;23-Sep-1998
bskullhg;hesEEyZ;08-Aug-1997
gjansenshh;qVnynvx;24-Aug-1998
ebrodbinhi;krIZf62DhQbk;19-Feb-1999
tlillowhj;1U9rGOimNG;14-May-1998
sleguayhk;4oYqON;14-Oct-2000
rnorvellhl;cA2R1L;28-Apr-1998
bgrigoryevhm;DUI9qMFaBq;01-Oct-1997
elangstonhn;KUNx3IpfR3;13-Jul-1999
bbusbyho;DYqhurx4w;01-Oct-1999
klazarehp;DZWv3Y;06-Feb-2000
lcroninhq;bVDPH4T43A;12-Dec-2000
khiskeyhr;VjUZlHq6;13-Sep-2000
lsimoneschihs;PEqnr9UUk;07-Oct-1997
anoelht;foc2HEyO;29-Sep-1998
ceastridgehu;BtxZEaj;17-Nov-1997
bbrechhv;0uLc03W2;27-Aug-2000
vroafhw;OtZbg6AiC;19-Dec-2000
jkemmethx;2JcNsq4I;15-Sep-2000
gmoncarrhy;jN9ocgUMP;01-Mar-2000
dhaileshz;OIpnf3XgeRz;26-Jul-1999
dcaldeyrouxi0;X0v7ULusHHej;08-Dec-1997
jtreskei1;2Rf9jt57B3;04-Nov-1998
gmccritichiei2;GixCWZx;18-Mar-2000
dmckennani3;FtETBePEYy;19-Mar-1997
rlauderdalei4;ii2h7J0;16-Feb-1998
hbrownceyi5;BEM1tDl;25-Aug-1999
scahalini6;o0KqKpSmZA;19-Feb-1997
cspurretti7;wR1thUz;31-Jul-1998
nbetheli8;ygYgBJD6;19-Jan-1997
raingeri9;8ug45Qf;04-Jan-2000
rpulequeia;iVzvDxb2;18-Jan-1997
charlickib;vsluVnaNKdKu;08-Dec-1998
egisbournic;Eic8e4;08-Feb-1997
rtoughid;QuKZwYJQs6o;18-Sep-1998
gpenquetie;4MCsglU;24-Sep-1997
kmacavaddyif;A2C0dY;12-Oct-1997
rmilchig;JKYpVvd9;17-Aug-1997
lhutchingesih;HWS2RVM6fLKV;04-Feb-2000
gdavydkovii;n1V4fQOr;21-May-2000
sthravesij;ACXsprQOw;06-Dec-1997
ksimpkissik;wGla2tBFJ6;08-Nov-1998
ehollieril;C2qEC0gNNw;22-Jun-1998
whartasim;oNIJISXNB;19-Sep-1999
wmoggachin;6ybfX4x3;21-May-2000
ssperskiio;EmWtCC;05-Jan-2000
mconiamip;sbfepa;26-Aug-2000
csweetsuriq;1IU4YVm;10-May-1998
sdensumbeir;HOF40m05K;16-Nov-2000
bmursellis;yPzJZ0D;24-Aug-1997
cpretoriusit;qQ3h0OuM;12-Apr-2000
fcharlesworthiu;kKLrE4lq5AqC;04-Jan-2000
vnerniv;OM5PBJyFnH;07-May-1997
lstreteiw;tY8VqyJ0m3vP;05-Feb-1997
tartindaleix;SpBJ4Muz;29-Jan-1999
bbalsheniy;gudMGz;13-Apr-1997
gskeneiz;bDDE1E6jk;21-Jun-2000
ebetteneyj0;zW9xMmK;01-Dec-2000
grousellj1;J0Oslc;15-Mar-2000
ccassonj2;AXDkyUbpt5bD;31-Jul-1997
aheinrichj3;363F80Sy6d;13-Jun-1998
nstoddartj4;gOrtiCUik;21-Oct-1999
asimounetj5;rJgb4A;13-Jan-1998
josbistonj6;1FGMvBg;17-Apr-1999
jogormanj7;QJEeByzs;24-Sep-1997
wizkovitzj8;agjdl9g3ZX;10-Jun-1999
pjuszkiewiczj9;pYDOQZpNyQq;04-Jul-1998
szaczekja;1OtP7NPiPgl;13-Dec-1998
btinerjb;y55zfH1t;22-Nov-1999
gpeircejc;sECG799Yvd5;12-Feb-1999
gtieraneyjd;4T4YmrVM;04-Jan-2000
tparagreenje;yqaX0ZnJIEeW;01-Apr-1998
ubirminghamjf;uMogiaKa7mu;22-Jul-1997
ibohlensjg;FWJ7pct3sGn;27-Jan-1998
cobruenjh;HiU6YH7n;23-Oct-1997
ssayersji;hFoflQ1fqs;03-Nov-2000
kstonejj;IdUiUG9;31-Aug-2000
credbournjk;zpOnMUYaRv;09-Dec-1999
wwarwickjl;CAPdPC3Gr;28-Feb-1997
fsimmonettjm;5v0gPFZzLdRE;10-Mar-1999
ccanepejn;Xz3Bdf;19-Dec-2000
lconradsenjo;8QvKALai;25-Aug-1997
wzolinijp;fcyrJ97e;29-Jan-1997
ncatfordjq;JMzG6mm3H0;12-Mar-2000
rcotesfordjr;kgoWRzc2;29-Aug-1998
wdoverjs;dti6fsj;22-May-1998
slamartinejt;fncu9qaL;17-Mar-1997
wpowysju;al5LMyuYTg;24-May-1998
iissakovjv;z1zPQxozVa3G;16-Jan-2000
onelljw;zJEkKbgVCcL;23-Aug-2000
mpignyjx;wBCEhaYkR;01-Nov-1998
radenotjy;YudcWsPg1xu;16-Dec-2000
jlondingjz;z2657iX;14-Jul-1997
afritschelk0;ZX8rBAe;05-Mar-2000
